Job_ID,Bank_Name,Job_Title,Cluster_Name,The_amount_of_word_count,Category
350,Morgan Stanley,Senior Registered Associate,﻿Payments,18,Fintech
351,Morgan Stanley,Registered Associate,﻿Payments,18,Fintech
352,Morgan Stanley,Business Service Manager,﻿Payments,21,Fintech
353,Morgan Stanley,Registered Associate,﻿Payments,18,Fintech
354,Morgan Stanley,Registered Associate - Great Lakes*,﻿Payments,18,Fintech
355,Morgan Stanley,ISDA & Counterparty Risk officer Ã Business Unit Risk Management (FID),Blockchain,25,Fintech
356,Morgan Stanley,"BRM, XVA IMM Strat, Vice President",Non-FinTech,14,Nonfintech
357,Morgan Stanley,Product Data Operations Lead - VP/ED,﻿Payments,62,Fintech
358,Morgan Stanley,"Manager, Treasury Chief Operating Officer Team",﻿Payments,17,Fintech
359,Morgan Stanley,PWM Registered Associate,Non-FinTech,13,Nonfintech
360,Morgan Stanley,Advisor Platforms Project Manager,﻿Payments,28,Fintech
361,Morgan Stanley,"Vice President, Technical Lead",Non-FinTech,11,Nonfintech
362,Morgan Stanley,Internal Audit - Capital Markets- Senior Manager,Blockchain,28,Fintech
363,Morgan Stanley,Investment Platforms Project Manager,﻿Payments,25,Fintech
364,Morgan Stanley,Investment Platforms Project Manager,﻿Payments,25,Fintech
365,Morgan Stanley,Advisor Desktop Business Analyst,Security,28,Fintech
366,Morgan Stanley,Project Manager,﻿Payments,17,Fintech
367,Morgan Stanley,Engagement and Adoption Lead Ã WM Investment Platforms,﻿Payments,34,Fintech
368,Morgan Stanley,Strategy Associate Ã WM Investment Platforms,Lending,31,Fintech
369,Morgan Stanley,Strategy Lead Ã WM Investment Platforms,Lending,35,Fintech
370,Morgan Stanley,Advisory Platforms Ã Business Analyst,﻿Payments,40,Fintech
371,Morgan Stanley,Advisory Platforms Ã Business Analyst,﻿Payments,40,Fintech
372,Morgan Stanley,Advisory Platforms Ã Business Analyst,﻿Payments,40,Fintech
373,Morgan Stanley,Advisory Platforms Ã Business Analyst,﻿Payments,40,Fintech
374,Morgan Stanley,Advisory Platforms Ã Business Analyst,﻿Payments,40,Fintech
375,Morgan Stanley,Advisory Platforms Ã Business Analyst,﻿Payments,40,Fintech
376,Morgan Stanley,Advisor Desktop Business Analyst,Security,28,Fintech
377,Morgan Stanley,Advisor Desktop Business Analyst,Security,28,Fintech
378,Morgan Stanley,FA Platform Management,﻿Payments,31,Fintech
379,Morgan Stanley,SSBO Global Loans Service Operations - Associate,﻿Payments,34,Fintech
380,Morgan Stanley,Client Service Associate*,﻿Payments,19,Fintech
381,Morgan Stanley,Client Service Associate,﻿Payments,19,Fintech
382,Morgan Stanley,Client Service Associate,﻿Payments,19,Fintech
383,Morgan Stanley,Intern *,Non-FinTech,11,Nonfintech
384,Morgan Stanley,Client Service Associate,﻿Payments,19,Fintech
385,Morgan Stanley,Wealth Management Associate,﻿Payments,20,Fintech
386,Morgan Stanley,Wealth Management Analyst,Non-FinTech,13,Nonfintech
387,Morgan Stanley,Complex Administrator,Non-FinTech,7,Nonfintech
388,Morgan Stanley,Registered Associate,﻿Payments,18,Fintech
389,Morgan Stanley,Associate - GBaR Reporting,Lending,23,Fintech
390,Morgan Stanley,"Director, Fraud Operations Business Analytics",﻿Payments,24,Fintech
391,Morgan Stanley,College Summer Intern *,Non-FinTech,11,Nonfintech
392,Morgan Stanley,MRD Investment Management/Private Equity Risk Manager Ã Associate,Lending,39,Fintech
393,Morgan Stanley,MRD Investment Management/Private Equity Risk Manager Ã Executive Director,Lending,53,Fintech
394,Morgan Stanley,Vice President - Residential Mortgage Policy & Governance,Lending,42,Fintech
395,Morgan Stanley,Registered Associate - Great Lakes,﻿Payments,18,Fintech
396,Morgan Stanley,Senior Registered Associate,﻿Payments,18,Fintech
397,Morgan Stanley,Registered Associate,﻿Payments,18,Fintech
398,Morgan Stanley,Fixed Income Municipal Securities Product Controller,﻿Payments,25,Fintech
399,Morgan Stanley,Registered Associate *,﻿Payments,18,Fintech
400,Morgan Stanley,Fixed Income Product Control Projects Lead,﻿Payments,16,Fintech
401,Morgan Stanley,Data Governance Analyst,Blockchain,59,Fintech
402,Morgan Stanley,Bank Resource Management Controller,﻿Payments,17,Fintech
403,Morgan Stanley,Firm Strategy & Execution (Corporate Development) Associate,Non-FinTech,12,Nonfintech
404,Morgan Stanley,Legal Entity Controller,Big Data,20,Fintech
405,Morgan Stanley,Global Capital Markets Leveraged Finance - Product Controller,﻿Payments,16,Fintech
406,Morgan Stanley,Accounting and Regulatory Policy,﻿Payments,22,Fintech
407,Morgan Stanley,Client Service Associate,﻿Payments,19,Fintech
408,Morgan Stanley,Registered Associate - Great Lakes,﻿Payments,18,Fintech
409,Morgan Stanley,Intern *,Non-FinTech,11,Nonfintech
410,Morgan Stanley,Intern *,Non-FinTech,11,Nonfintech
411,Morgan Stanley,Client Service Associate*,﻿Payments,19,Fintech
412,Morgan Stanley,Associate-Model Validation: Predictive Modeling,Lending,18,Fintech
413,Morgan Stanley,Legal Counsel (Syndikus-Rechtsanwalt) Sales & Trading,﻿Payments,23,Fintech
414,Morgan Stanley,Manager - Workday,Non-FinTech,8,Nonfintech
415,Morgan Stanley,Market Risk Agile Fleet Engagement Lead Ã Executive Director,Blockchain,32,Fintech
416,Morgan Stanley,Administrative Assistant - Human Resources,Non-FinTech,4,Nonfintech
417,Morgan Stanley,Registered Associate,﻿Payments,18,Fintech
418,Morgan Stanley,Receptionist,Non-FinTech,0,Nonfintech
419,Morgan Stanley,Financial Advisor Team Manager,﻿Payments,20,Fintech
420,Morgan Stanley,Client Service Associate,﻿Payments,19,Fintech
421,Morgan Stanley,Business Risk Management Ã Risk Management and Internal Controls - Assistant Vice President,Lending,40,Fintech
422,Morgan Stanley,Senior Database Application DBA/Infrastructure Specialist 3125693,﻿Payments,67,Fintech
423,Morgan Stanley,Fixed Income Electronic Trading Risk Management Associate,Blockchain,29,Fintech
424,Morgan Stanley,"US Investment Management Private Side Compliance, Vice President",Lending,34,Fintech
425,Morgan Stanley,Senior Registered Associate - Great Lakes,﻿Payments,18,Fintech
426,Morgan Stanley,Registered Associate,﻿Payments,18,Fintech
427,Morgan Stanley,Registered Associate - Great Lakes,﻿Payments,18,Fintech
428,Morgan Stanley,Registered Associate - Great Lakes,﻿Payments,18,Fintech
429,Morgan Stanley,Intern *,Non-FinTech,11,Nonfintech
430,Morgan Stanley,Intern *,Non-FinTech,11,Nonfintech
431,Morgan Stanley,Client Service Associate,﻿Payments,19,Fintech
432,Morgan Stanley,"Derivative Operations Specialist, Associate- Investment Management Operations",Lending,48,Fintech
433,Morgan Stanley,"Investment Management Data Analyst, Singapore",Lending,39,Fintech
434,Morgan Stanley,"Derivatives Clearing Client Onboarding, Vice President",﻿Payments,25,Fintech
435,Morgan Stanley,"Clearing Operations Regulatory Control, Associate/ AVP",﻿Payments,28,Fintech
436,Morgan Stanley,Director Ã Equity OTC Trade Support,﻿Payments,45,Fintech
437,Morgan Stanley,"Technology - Stock Loan systems Java / Scala developer, Associate, Hong Kong",﻿Payments,23,Fintech
438,Morgan Stanley,Bank Resource Management Strategist,﻿Payments,23,Fintech
439,Morgan Stanley,Rates Trader - Vice President,﻿Payments,30,Fintech
440,Morgan Stanley,Japan Corporate Treasury - Associate/Manager,﻿Payments,40,Fintech
441,Morgan Stanley,Client Operations - Client Services Manager (Director/ AVP),﻿Payments,34,Fintech
442,Morgan Stanley,Legal Entity Management - Senior Manager,﻿Payments,30,Fintech
443,Morgan Stanley,Client Service Associate,﻿Payments,19,Fintech
444,Morgan Stanley,Registered Service Associate,Non-FinTech,13,Nonfintech
445,Morgan Stanley,Registered Associate *,﻿Payments,18,Fintech
446,Morgan Stanley,Investment Solutions - Product Management Reg D Specialist - Assistant Vice President,﻿Payments,19,Fintech
447,Morgan Stanley,Syndicate Operations Executive Director - Institutional Securities Group Product Operations,﻿Payments,30,Fintech
448,Morgan Stanley,Registered Associate,﻿Payments,18,Fintech
449,Morgan Stanley,Client Service Associate*,﻿Payments,19,Fintech
450,Morgan Stanley,Field Communications Field Advocate,Non-FinTech,13,Nonfintech
451,Morgan Stanley,Client Service Associate,﻿Payments,19,Fintech
452,Morgan Stanley,Intern *,Non-FinTech,11,Nonfintech
453,Morgan Stanley,Registered Associate - Great Lakes,﻿Payments,18,Fintech
454,Morgan Stanley,Associate,Non-FinTech,8,Nonfintech
455,Morgan Stanley,Global Capital Markets Syndicate Operations - Associate,﻿Payments,43,Fintech
456,Morgan Stanley,Intern *,Non-FinTech,11,Nonfintech
457,Morgan Stanley,Intern *,Non-FinTech,11,Nonfintech
458,Morgan Stanley,"HR Associate, Paris",﻿Payments,16,Fintech
459,Morgan Stanley,ISDA Documentation Negotiator - Associate / Vice President,﻿Payments,15,Fintech
460,Morgan Stanley,"Equity Research Ã Solar (Utilities), Associate / VP, Hong Kong",Non-FinTech,14,Nonfintech
461,Morgan Stanley,Associate - Equity Client Services,Non-FinTech,8,Nonfintech
462,Morgan Stanley,"Tax Operations Vice President, Wealth Management Operations",﻿Payments,20,Fintech
463,Morgan Stanley,Fraud Operations Alerts Associate - Firmwide Operations,﻿Payments,33,Fintech
464,Morgan Stanley,Senior Client Service Associate *,﻿Payments,19,Fintech
465,Morgan Stanley,"Executive Director, Residential Mortgage Ã Projects Team",﻿Payments,49,Fintech
466,Morgan Stanley,Financial Accounting Controller,﻿Payments,16,Fintech
467,Morgan Stanley,Client Relationship Associate,Security,18,Fintech
468,Morgan Stanley,FX and Flow Rates Valuation Controller,﻿Payments,20,Fintech
469,Morgan Stanley,Account Service Associate,Trading & Investment,26,Fintech
470,Morgan Stanley,Account Service Associate,Trading & Investment,26,Fintech
471,Morgan Stanley,Equity Sales and Trading Compliance Advisory,Lending,24,Fintech
472,Morgan Stanley,Service Associate,Non-FinTech,12,Nonfintech
473,Morgan Stanley,Client Service Associate*,﻿Payments,19,Fintech
474,Morgan Stanley,Intern *,Non-FinTech,11,Nonfintech
475,Morgan Stanley,Intern *,Non-FinTech,11,Nonfintech
476,Morgan Stanley,"Branch Manager, Producing",﻿Payments,21,Fintech
477,Morgan Stanley,Sales & Trading Risk Management - Associate,Lending,16,Fintech
478,Morgan Stanley,Sales & Trading Risk Management - Associate,Lending,16,Fintech
479,Morgan Stanley,Associate -Sales & Trading Risk Management,Lending,16,Fintech
480,Morgan Stanley,"Equity Research - Telecommunications, Vice President",﻿Payments,16,Fintech
481,Morgan Stanley,"Quantitative Investment Strategies Research, Associate",Lending,24,Fintech
482,Morgan Stanley,"Quantitative Investment Strategies Research, Vice President",Lending,24,Fintech
483,Morgan Stanley,PWM Client Service Associate,﻿Payments,17,Fintech
484,Morgan Stanley,"TPPM EMEA Regional Lead, Executive Director",Blockchain,42,Fintech
485,Morgan Stanley,Portfolio Manager Ã Tax Management,Planning,27,Fintech
486,Morgan Stanley,FX Structurer - Associate / VP,﻿Payments,39,Fintech
487,Morgan Stanley,Corporate Treasury Associate / Manager,﻿Payments,38,Fintech
488,Morgan Stanley,"Associate, Java Developer",Non-FinTech,11,Nonfintech
489,Morgan Stanley,Global Financial Crimes: Financial Intelligence Unit Quantitative Data Analyst,Blockchain,39,Fintech
490,Morgan Stanley,Technology Product Development - Investor Services,﻿Payments,42,Fintech
491,Morgan Stanley,Fixed Income Risk Management,Blockchain,37,Fintech
492,Morgan Stanley,Analyst - RRQA,﻿Payments,28,Fintech
493,Morgan Stanley,Wealth Management Associate,﻿Payments,20,Fintech
494,Morgan Stanley,Wealth Management Analyst,Non-FinTech,13,Nonfintech
495,Morgan Stanley,Operations Risk and Regulatory Control Associate,Blockchain,22,Fintech
496,Morgan Stanley,Senior Registered Service Associate,Non-FinTech,13,Nonfintech
497,Morgan Stanley,Investment Management US Equity & Multi Asset Surveillance - Senior Associate,Lending,23,Fintech
498,Morgan Stanley,Infrastructure Private Equity Senior Analyst / Junior Associate- MSIP,﻿Payments,24,Fintech
499,Morgan Stanley,Volcker Central Office Ã Vice President,﻿Payments,31,Fintech
500,Morgan Stanley,Desk Strategist: Full Stack developer,﻿Payments,17,Fintech
501,Morgan Stanley,Registered Associate,﻿Payments,18,Fintech
502,Morgan Stanley,Registered Associate,﻿Payments,18,Fintech
503,Morgan Stanley,Financial Technical Specialist,﻿Payments,38,Fintech
504,Morgan Stanley,"BRM Securities Lending Non-Market Risk Manager, Associate / Vice President",Blockchain,25,Fintech
505,Morgan Stanley,Internal Auditor Compliance / Institutional Securities - Associate/Manager - Frankfurt,Lending,23,Fintech
506,Morgan Stanley,Regulatory Contoller - Manager,﻿Payments,57,Fintech
507,Morgan Stanley,"China Firm Management, VP, Beijing",﻿Payments,20,Fintech
508,Morgan Stanley,Intern *,Non-FinTech,11,Nonfintech
509,Morgan Stanley,Asset Movement Business Analyst,﻿Payments,30,Fintech
510,Morgan Stanley,Wealth Management Talent and Learning Experience COO,Non-FinTech,10,Nonfintech
511,Morgan Stanley,Associate,Blockchain,24,Fintech
512,Morgan Stanley,Vice President,Big Data,33,Fintech
513,Morgan Stanley,Senior Registered Associate,﻿Payments,18,Fintech
514,Morgan Stanley,Fund Services - Investor Services Representative,﻿Payments,44,Fintech
515,Morgan Stanley,PWM Registered Associate,﻿Payments,18,Fintech
516,Morgan Stanley,Registered Associate - Great Lakes,﻿Payments,18,Fintech
517,Morgan Stanley,Registered Associate - Great Lakes,﻿Payments,18,Fintech
518,Morgan Stanley,Branch Administrator,Non-FinTech,7,Nonfintech
519,Morgan Stanley,Branch Administrator,Non-FinTech,7,Nonfintech
520,Morgan Stanley,Branch Administrator,Non-FinTech,7,Nonfintech
521,Morgan Stanley,Branch Administrator,Non-FinTech,7,Nonfintech
522,Morgan Stanley,Branch Administrator,Non-FinTech,7,Nonfintech
523,Morgan Stanley,Branch Administrator,Non-FinTech,7,Nonfintech
524,Morgan Stanley,Branch Administrator,Non-FinTech,7,Nonfintech
525,Morgan Stanley,Branch Administrator,Non-FinTech,7,Nonfintech
526,Morgan Stanley,Branch Administrator,Non-FinTech,7,Nonfintech
527,Morgan Stanley,Branch Administrator,Non-FinTech,7,Nonfintech
528,Morgan Stanley,Branch Administrator,Non-FinTech,7,Nonfintech
529,Morgan Stanley,Branch Administrator,Non-FinTech,7,Nonfintech
530,Morgan Stanley,Branch Administrator,Non-FinTech,7,Nonfintech
531,Morgan Stanley,Branch Administrator,Non-FinTech,7,Nonfintech
532,Morgan Stanley,Branch Administrator,Non-FinTech,7,Nonfintech
533,Morgan Stanley,Branch Administrator,Non-FinTech,7,Nonfintech
534,Morgan Stanley,Branch Administrator,Non-FinTech,7,Nonfintech
535,Morgan Stanley,Branch Administrator,Non-FinTech,7,Nonfintech
536,Morgan Stanley,Branch Administrator,Non-FinTech,7,Nonfintech
537,Morgan Stanley,Branch Administrator,Non-FinTech,7,Nonfintech
538,Morgan Stanley,Branch Administrator,Non-FinTech,7,Nonfintech
539,Morgan Stanley,Branch Administrator,Non-FinTech,7,Nonfintech
540,Morgan Stanley,Branch Administrator,Non-FinTech,7,Nonfintech
541,Morgan Stanley,Branch Administrator,Non-FinTech,7,Nonfintech
542,Morgan Stanley,Branch Administrator,Non-FinTech,7,Nonfintech
543,Morgan Stanley,Branch Administrator,Non-FinTech,7,Nonfintech
544,Morgan Stanley,Branch Administrator,Non-FinTech,7,Nonfintech
545,Morgan Stanley,Branch Administrator,Non-FinTech,7,Nonfintech
546,Morgan Stanley,Branch Administrator,Non-FinTech,7,Nonfintech
547,Morgan Stanley,Branch Administrator,Non-FinTech,7,Nonfintech
548,Morgan Stanley,Branch Administrator,Non-FinTech,7,Nonfintech
549,Morgan Stanley,Branch Administrator,Non-FinTech,7,Nonfintech
550,Morgan Stanley,Branch Administrator,Non-FinTech,7,Nonfintech
551,Morgan Stanley,Branch Administrator,Non-FinTech,7,Nonfintech
552,Morgan Stanley,Branch Administrator,Non-FinTech,7,Nonfintech
553,Morgan Stanley,Branch Administrator,Non-FinTech,7,Nonfintech
554,Morgan Stanley,Branch Administrator,Non-FinTech,7,Nonfintech
555,Morgan Stanley,Branch Administrator,Non-FinTech,7,Nonfintech
556,Morgan Stanley,Branch Administrator,Non-FinTech,7,Nonfintech
557,Morgan Stanley,Branch Administrator,Non-FinTech,7,Nonfintech
558,Morgan Stanley,Branch Administrator,Non-FinTech,7,Nonfintech
559,Morgan Stanley,Branch Administrator,Non-FinTech,7,Nonfintech
560,Morgan Stanley,Branch Administrator,Non-FinTech,7,Nonfintech
561,Morgan Stanley,Branch Administrator,Non-FinTech,7,Nonfintech
562,Morgan Stanley,Branch Administrator,Non-FinTech,7,Nonfintech
563,Morgan Stanley,Branch Administrator,Non-FinTech,7,Nonfintech
564,Morgan Stanley,Branch Administrator,Non-FinTech,7,Nonfintech
565,Morgan Stanley,Branch Administrator,Non-FinTech,7,Nonfintech
566,Morgan Stanley,Branch Administrator,Non-FinTech,7,Nonfintech
567,Morgan Stanley,Branch Administrator,Non-FinTech,7,Nonfintech
568,Morgan Stanley,Branch Administrator,Non-FinTech,7,Nonfintech
569,Morgan Stanley,Branch Administrator,Non-FinTech,7,Nonfintech
570,Morgan Stanley,Branch Administrator,Non-FinTech,7,Nonfintech
